title,company,location,salary,skills
Brand Ambassador,Geely Automobile Holdings,Bangkok,$57K-$93K,Social media management Content creation Audience engagement Marketing strategy Communication skills
Financial Planner,Ocado Group,Tarawa,$58K-$121K,Tax planning strategies Tax law knowledge Financial analysis Retirement planning Estate planning Client relationship management Tax optimization Communication skills Attention to detail Tax software proficiency Regulatory compliance
Customer Support Specialist,HeidelbergCement AG,Moscow,$65K-$129K,Customer relationship management Onboarding and training Customer feedback analysis Retention strategies Cross-selling and upselling Strong communication and empathy Customer advocacy
Psychologist,Chewy,Port of Spain,$63K-$107K,Research methodology Data analysis Psychological studies Writing research reports Critical thinking
Software Tester,Stanley Black & Decker,Montevideo,$59K-$97K,"Performance testing methodologies Load testing tools (e.g., JMeter) Test script development Performance profiling and analysis Bottleneck identification"
Structural Engineer,Marsh & McLennan,Abu Dhabi,$55K-$94K,Bridge design Civil engineering Structural analysis AutoCAD proficiency Project management
Customer Service Representative,Westpac Banking Corporation,Suva,$65K-$84K,Live chat support Online customer communication Problem resolution
Mechanical Designer,International Paper,London,$57K-$102K,HVAC system design Load calculations Energy efficiency AutoCAD or similar software Mechanical engineering principles Collaboration with architects and engineers Regulatory compliance Problem-solving Attention to detail Communication skills
Project Coordinator,Coal India Limited,Bissau,$58K-$117K,Office administration Communication skills Organizational skills Time management Microsoft Office proficiency
Process Engineer,Fannie Mae,Majuro,$55K-$124K,Industrial engineering Process optimization Lean manufacturing Quality control Data analysis Workflow design
Architect,Owens & Minor,Paris,$58K-$90K,Sustainable design principles Energy efficiency LEED certification Green building materials Environmental impact assessment
Art Director,SAP SE,Amman,$60K-$96K,Creative leadership Art direction Concept development Visual design Advertising and marketing expertise
HR Manager,Mahindra & Mahindra,Suva,$59K-$106K,Training and development Performance management Learning programs Employee engagement Coaching and mentoring
Social Media Manager,St. James's Place plc,Victoria,$62K-$103K,"Social media analytics tools (e.g., Google Analytics, Facebook Insights) Data analysis and reporting Social media ROI measurement Competitive analysis Trend identification"
Speech Therapist,First American Financial,Mogadishu,$58K-$127K,Speech pathology Articulation therapy Language disorders Speech assessment Therapy planning Communication skills
Research Scientist,MGM Resorts International,Cockburn Town,$60K-$124K,Data collection and analysis Market research tools and techniques Survey design and analysis Qualitative and quantitative research methods Report writing and presentation skills
Marketing Specialist,Hershey,Amsterdam,$61K-$93K,Marketing analytics Data analysis Data visualization Market research Google Analytics Marketing automation Reporting tools
SEM Specialist,Starbucks,Luxembourg,$58K-$110K,Google Ads management PPC campaign optimization Keyword research Ad copywriting A/B testing Conversion tracking
Chemical Engineer,Workspace Group,Maseru,$61K-$82K,Research and development processes Product innovation Prototype development Testing and experimentation Data analysis Collaboration with cross-functional teams Problem-solving Attention to detail Technical expertise Project management skills
Marketing Coordinator,Bosch Limited,Gibraltar,$59K-$99K,Digital marketing strategy development Social media advertising Email marketing Google Analytics and SEO Content management systems (CMS) proficiency
Back-End Developer,New York Life Insurance,Seoul,$62K-$88K,"Server-side programming languages (e.g., Java, Python) Database management API development"
Structural Engineer,BYD Company,Nuuk,$58K-$80K,Bridge design Civil engineering Structural analysis AutoCAD proficiency Project management
Network Security Specialist,Hershey,Beijing,$65K-$95K,"Cybersecurity Security assessments Intrusion detection Security tools (e.g., SIEM) Incident response Vulnerability scanning"
Marketing Specialist,Volkswagen Group,Mbabane,$60K-$125K,Marketing analytics Data analysis Data visualization Market research Google Analytics Marketing automation Reporting tools
Research Analyst,Dollar General,Naypyidaw,$56K-$125K,"Market research methodologies Data collection and analysis Consumer behavior analysis Competitor analysis Survey design and analysis Statistical analysis software (e.g., SPSS, SAS) Data visualization Trend analysis Report writing Communication skills Attention to detail"
Structural Engineer,Aviva,Lilongwe,$55K-$92K,Construction management Structural design AutoCAD proficiency Project management Site inspection
Office Manager,Lowe's,Tehran,$55K-$107K,Facilities management Property maintenance Space planning Budget management Health and safety compliance Vendor management
UX/UI Designer,PulteGroup,Palikir,$55K-$109K,"UI design principles and best practices Graphic design tools (e.g., Adobe Photoshop, Illustrator) Typography and color theory Visual design and layout Responsive design"
Marketing Manager,TJX,Athens,$59K-$112K,"Digital marketing strategies SEO and SEM Social media marketing Email marketing campaigns Content marketing Web analytics (e.g., Google Analytics) Marketing automation tools (e.g., HubSpot, Marketo)"
Brand Manager,Johnson Controls International plc,Amsterdam,$55K-$102K,"Marketing analytics Data analysis tools (e.g., Google Analytics, Adobe Analytics) Brand performance measurement Consumer behavior analysis Campaign effectiveness evaluation"
Sales Consultant,Bajaj Finserv,Kinshasa,$65K-$93K,B2B sales Business-to-business sales strategies Lead generation Sales negotiations Client relationship building Market research
UX/UI Designer,International Business Machines,Tunis,$58K-$80K,"UI design principles and best practices Graphic design tools (e.g., Adobe Photoshop, Illustrator) Typography and color theory Visual design and layout Responsive design"
Procurement Coordinator,C.H. Robinson Worldwide,Luxembourg,$55K-$90K,Procurement Supplier management Negotiation Supply chain management Inventory control Vendor relations
Electrical Designer,Penske Automotive Group,Lima,$55K-$105K,Electrical engineering Circuit design Electronics AutoCAD proficiency Problem-solving
Public Relations Specialist,Live Nation Entertainment,Freetown,$64K-$94K,Crisis communication planning Crisis response Media relations Reputation management Stakeholder communication
Digital Marketing Specialist,New York Life Insurance,Seoul,$62K-$126K,"Social media platforms (e.g., Facebook, Twitter, Instagram) Content creation and scheduling Social media analytics and insights Community engagement Paid social advertising"
Electrical Designer,News Corp.,Guatemala City,$58K-$84K,Electrical engineering Circuit design Electronics AutoCAD proficiency Problem-solving
Civil Engineer,JSW Steel,Cairo,$65K-$112K,Water resources engineering Hydrology and hydraulics Environmental impact assessment Water resource modeling software Watershed management
Database Administrator,Bath & Body Works,Naypyidaw,$64K-$130K,Database security measures Data encryption and access control Security compliance Vulnerability assessment Database auditing and monitoring
Veterinarian,Charles Schwab,Vientiane,$61K-$129K,Veterinary medicine Small animal care and surgery Animal diagnostics Preventive medicine Client communication Surgical skills Radiology Anesthesia Laboratory diagnostics Compassion and empathy Problem-solving Attention to detail
Mechanical Designer,Chevron,San Jose,$63K-$94K,Computer-aided design (CAD) software Technical drawing Blueprint interpretation Drafting standards Engineering principles Collaboration with engineers Problem-solving Attention to detail Communication skills 3D modeling (if applicable)
Database Administrator,McDonald's,ReykjavÃ­k,$64K-$122K,Data analysis Database querying and reporting Data visualization SQL proficiency Data quality assurance
Event Planner,Nucor,Santiago,$62K-$101K,Wedding planning Venue selection Catering and menu planning Floral and decor design Wedding etiquette
Procurement Specialist,Adani Enterprises,Sarajevo,$64K-$96K,Sourcing strategies Supplier evaluation Market research Cost analysis Contract negotiation
Urban Planner,Fiat Chrysler Automobiles N.V.,Berlin,$58K-$97K,Environmental regulations Ecosystem analysis Environmental impact assessments Sustainability planning Project management
Accountant,Sydney Airport Holdings,Vaduz,$65K-$119K,Forensic accounting Fraud detection Legal knowledge Investigative skills
Purchasing Agent,XPO,Beirut,$65K-$108K,Supply chain logistics Inventory management Communication skills Problem-solving Vendor coordination
Web Developer,Kimberly-Clark,Algiers,$63K-$116K,Frontend and backend development Database integration Problem-solving API knowledge
Family Lawyer,NRG Energy,Pristina,$60K-$114K,Mediation Conflict resolution Negotiation Communication skills Neutrality Problem-solving Legal knowledge Mediation techniques
